,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
murkie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
quarry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
drove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Petsora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cathaian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Trident,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rigour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Roots,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Xerxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Susa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Memnonian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hellespont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bridging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
centaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
disguise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
covertures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gu●…ie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
plaint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
meeting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
connexion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
foil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
monarchy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Quadrature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Grandchild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
thoroughfare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
associate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
exercise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
thrall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Substitutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Causey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
surge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pandaemonium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
allusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Council,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sophi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crescent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aladule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tauris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Casbeen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
glitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
acclaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Divan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dungeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Tyrant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Visage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ribs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serpents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Riot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
monsters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Asp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Amphisbaen●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cerastes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hydrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ellops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dipsas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gorgon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Isle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ophiusa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Contagion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
penance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
heaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Megaera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ashes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hunger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
jaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
soot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
cinders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
illusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
tradition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
purchase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ophion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Eurynome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
travail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
threshold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Maw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
corpse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
morsels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dogs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Adherents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hellhounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
draff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
filth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
taint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
offal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Audience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Halleluia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
restorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
precept,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Winter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Moone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
aspects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sextile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
efficacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
corners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bluster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Shoar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Poles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sisters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Twins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Crab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Capricorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Estotiland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Magellan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Banquet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vapour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Norumbega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
flaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Boreas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Caecias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Argestes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thrascias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Afer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Serraliona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Levant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Zephir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sirocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Libecchio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Outrage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
antipathy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
miseries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
disburd'n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
deservings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
curses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
execration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
reflux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
conditions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
retort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mortality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mother's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Clod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Wrath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
anger's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
perpetuity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Posterity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
patrimony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Curse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Disputes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mazes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
conviction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
damps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
execution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
prayers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
echo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
fore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
warning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
novelty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
defect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Disturbances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
snares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
conjunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misfortune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
calamity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
distress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
joining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
injuries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
foal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Commiseration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wprds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Prayers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
frailty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
infirmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
offices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
experiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Li●…e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
r●…maine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
torment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
●…eares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cheeks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
self-destruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
regret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
contumacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Part,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
serpent's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
r●…venge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
barrenness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rancour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
impatience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Reluctance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Necks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Idleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Rain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
shroud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Limbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
collision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
misdeeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
comforts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
faults,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
humiliation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
plac●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mercy-seat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
oratory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
suitors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Petition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Deucalion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pyrrha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Themis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
vagabond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ineense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
thy-implanted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M●…n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sighs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Censer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P●…iest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
contrition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Advocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
propiriation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Si●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tribulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
renovation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
judgements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Amarantin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fellowships,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sorrows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bani●…ent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
covenant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
fright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cohort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
faces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Janus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Argus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
opiate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
L●…cothea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
link●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sigh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mil●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hi●…●…are,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
persuasion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
bitterness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
title,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
transgressor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
s●…are,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pardon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
t●…u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
voutsat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
othe●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
her●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
c●…ntent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
blush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
aery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hunter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
brace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Forerunners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
discharge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
midcourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fraught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Apparition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mahanaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dothan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Possession,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gard●…n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Visitant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zodiac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Satan's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
seizure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
claim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gripe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lament,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eev'n,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
rank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dejection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Departure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Recess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
consolation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
turf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
brook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
monument,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
appearances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
footstep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
surmi●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
generations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dow●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
●…gne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sinfulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
