,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
Clay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Mouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Incense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Nostrils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Smell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
outgrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
labours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Woodbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ivy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
smiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
household,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Resreshment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
retirement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dishonour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
m●…ets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
austeèr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Offspring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thoughts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
wrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
affront,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
●…eeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Suttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
surmise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
w●…se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deception,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
constancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
husband's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dryad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Delia's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
deport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pomona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Vertumnus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Proserpina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Noontide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Afternoons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
rancour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
appearance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Quest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Garden-Plot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Plantation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rivulet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fragrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
glowd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carnation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Arborets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Spot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Laertes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Houses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Villages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
farms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Grain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Delight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pleasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
overawd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rapine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fierceness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Stupidly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tortures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
recollects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Compulsion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Occasion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
attempts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Illyria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hermione,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cadmus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Epidaurus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Capitoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Olympias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Scipio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Ship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
steersman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Foreland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vere's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wreath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
disport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
boulder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
turret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Organic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mistress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wonder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Beholder's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Proem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
marveling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Creation-Day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
demur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
miracle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Empress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ruddie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
odour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fenel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Teats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ewe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Goat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Milk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
eeun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lamb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Apples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
persuaders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Speech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Speculations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
United,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
overpraising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
provision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Adder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Myrtles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Myrrh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Bright'ns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Condenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
environs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
agitation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Flame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Night-wanderer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bogs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Poole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
succour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
glisterens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prohibi●…ion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
credit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
effects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Orator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Athens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Preface,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Causes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Agents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
threatener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trespass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
breasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fruit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
seeming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
elocution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
want,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prohibitions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
after-bands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
reasons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beasts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ignorance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Cure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
N●…ure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Experience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Wisdoms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Forbidder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Spies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Copartner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Reverence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Garland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Reapers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Harvest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Solace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Prologue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
apology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
opener,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Dimm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Deity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
distemper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
v●…ins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
god's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
forbiddance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Converse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
abstinence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Lives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
inducement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tasting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
favours,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
gild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Crime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Hopes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
displeasure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
completing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
savour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Palate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
relish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
perfections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pansies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Violets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A●…phodel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fresh●…st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
●…ill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
love's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
guilt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
●…olace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
exhile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spi●…ts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fumes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unrest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
i●…ocence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v●…le,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
righteousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
Robe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Samson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Harlot-lap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dalil●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
●…our,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
W●…rm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ornaments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
concupiscence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sun-light,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
umbrage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
comer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Figtree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Indians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Malabar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Decan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Twigs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Herdsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shelters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Loopholes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Targe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Columbus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
American,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Cincture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Began,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Passions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Suspicion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Understanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Desire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Lips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Fraud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Rib.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
accuser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Women,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
indulgence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
accusation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Injunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Entrance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
People,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Errand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transgression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Forbearance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
acquittance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vicegerent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
colleague,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mediator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ransom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Redeemer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
decre●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transgressors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Attendance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Conviction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
glori●…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
obstinacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
complaint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gifts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Belly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Enmity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Mary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Grave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ascension,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Captivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A●…re,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Eeun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bruise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
children,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Husbands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thorns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Thistles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sweat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
servants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nakedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Skins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
intercession,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
counterview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mishap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Avenger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Monument,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transmigration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
carnage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nostril,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
